scope,key,en-US,fr-FR,ru-RU,comment
Strings,Setting.Clamp.LastFoldUnclampHeight,"Last Fold
Unclamp Height","Hauteur de levage pince

après dernier cintrage",Высота подъёма зажима после последней гибки,
Strings,Setting.Clamp.OpenSquashCloseHeight,"Open Squash
Close Height","Hauteur fermeture

écrasement ouvert",Высота закрытия при открытом сжатии,
Strings,Setting.Clamp.SquashFoldClampHeight,"Squash Fold
Clamp Height","Hauteur d'ouverture pince

écrasement cintrage",Высота открытия зажима при сжатии сгибом,
Strings,Setting.DisplayUnit.Apply,Apply,Appliquer,Применить,
Strings,Setting.DisplayUnit.Label,Length Unit,Unité de longueur,Единица длины,
Strings,Setting.DisplayUnit.SaveFailed,Failed to save the display unit. Check Config.ini.,Échec de l'enregistrement de l'unité d'affichage. Vérifiez Config.ini.,Не удалось сохранить единицу отображения. Проверьте Config.ini.,
Strings,Setting.DisplayUnit.Title,Display Unit,Unité d'affichage,Единица отображения,
Strings,Setting.Feed.HeadPickupOffset,Head Pickup Offset,Décalage du début de plaque à la position de prélèvement,Смещение от начала листа до позиции взятия,
Strings,Setting.Feed.PickupJawHeight,Pickup Jaw Height,Hauteur de prélèvement pince,Высота взятия зажимом,
Strings,Setting.Feed.Position,Feed Position,Position d'alimentation,Позиция подачи,
Strings,Setting.Feed.ZeroOffset,Feed Zero Offset,Décalage du point zéro d'alimentation à l'équipement,Смещение от нуля подачи до оборудования,
Strings,Setting.Flip.FormulaDescription,"Formula: width/2 - distance
+ install pos + table offset",Description,Пояснение,
Strings,Setting.Flip.PickupJawHeight,Pickup Jaw Height,Hauteur de pince de prélèvement,Высота взятия зажимом,
Strings,Setting.Flip.SuctionCupInstallPosition,Suction Cup Install Pos,Position d'installation ventouse,Положение установки присоски,
Strings,Setting.Flip.TableOffset,Table Offset,Décalage table,Смещение стола,
Strings,Setting.Flip.TableToClampDistance,Table-To-Clamp Dist.,Distance table-pince,Расстояние от стола до зажима,
Strings,Setting.Flip.TopApronPickupAngle,Top Apron Pickup Angle,Angle de prélèvement volet supérieur,Угол взятия верхней откидной плиты,
Strings,Setting.Group.AngleMap,Angle Map,Mappage d'angle,Отображение угла,
Strings,Setting.Group.BackGaugeApron,Backgauge / Apron Setting,Réglage butée arrière / volet,Настройка заднего упора / откидной плиты,
Strings,Setting.Group.BackGaugeFlip,Backgauge / Flip Parameters,Réglage position d'origine entraînement arrière,Настройка исходного положения задней подачи,
Strings,Setting.Group.BackGaugeHome,Backgauge Home Setting,Réglage position d'origine entraînement arrière,Настройка исходного положения задней подачи,
Strings,Setting.Group.Clamp,Clamp Setting,Réglage pince,Настройка зажима,
Strings,Setting.Group.Feed,Feed Parameters,Paramètres d'alimentation,Параметры подачи,
Strings,Setting.Group.FlipParameters,Flip Parameters,Paramètres retournement,Параметры переворота,
Strings,Setting.Group.PresetAngles,Preset Angles,Angle préréglé,Предустановленный угол,
Strings,Setting.Group.PresetLengths,Preset Lengths,Longueur préréglée,Предустановленная длина,
Strings,Setting.ImportAdvancedParametersConfirm,Import Advanced Parameters and update to the PLC?,Confirmer l'importation des paramètres avancés et la mise à jour vers l'API ?,Импортировать расширенные параметры и обновить в ПЛК?,
Strings,Setting.Language.Apply,Apply,Appliquer,Применить,
Strings,Setting.Language.Label,UI Language,Langue de l'interface,Язык интерфейса,
Strings,Setting.Language.Title,Language,Paramètres de langue,Настройки языка,
Strings,Setting.Option.AngleDisplay,Angle Display,Affichage angle,Отображение угла,
Strings,Setting.Option.AutoFeed,Auto Feed,Alimentation automatique,Автоматическая подача,
Strings,Setting.Option.AutoFlip,Auto Flip,Retournement automatique,Автоматический переворот,
Strings,Setting.Option.LoadingTables,Loading Tables,Table de chargement,Загрузочный стол,
Strings,Setting.Option.SlitterSpeed,Slitter Speed,Vitesse refendeuse,Скорость устройства продольной резки,
Strings,Setting.Option.UnclampMode,Unclamp Mode,Mode de relâchement,Способ разжима,
Strings,Setting.ReleaseHeight.High,High,Haut,Высокий,
Strings,Setting.ReleaseHeight.Low,Low,"Rebond

supérieur",Верхнее пружинение,
Strings,Setting.ReleaseHeight.Maximum,Maximum,Continu,Непрерывный,
Strings,Setting.ReleaseHeight.Medium,Medium,Désactivé,Выкл.,
Strings,Slitter.Action.Delete,     Delete     ,Refendre,Разрезка на полосы,
Strings,Slitter.Action.Home,Slitter Home,Étape,Шаг,
Strings,Slitter.Action.InsertAfter,  Insert After,Effacer,Очистить,
Strings,Slitter.Action.InsertBefore,  Insert Before,Grossier,Грубо,
Strings,Slitter.Action.LoadMaterial,Load Material,Erreur de calcul : {1},Ошибка вычисления: {1},
Strings,Slitter.Action.MoveDown,     Move Down  ,Descendre,Вниз,
Strings,Slitter.Action.MoveUp,     Move Up   ,Monter,Вверх,
Strings,Slitter.Error.ActionFailed,{0} failed: {1},Échec de {0} : {1},Не удалось выполнить {0}: {1},
Strings,Slitter.Label.First,First,Taille de grille,Размер сетки,
Strings,Slitter.Label.Last,Last,"Unité de longueur

de cellule de grille",Единица длины ячейки сетки,
Strings,Slitter.Label.Offcut,Offcut,Adapter,По размеру,
Strings,Slitter.Label.Quantity,Qty,Aligner sur la grille,Выровнять по сетке,
Strings,Slitter.Label.Width,Width,Annuler,Отменить,
Strings,Slitter.ProductionStatus,Actual {0}/{1}; Task Num:{2},Actuel {0}/{1}; Tâche : {2},Текущее {0}/{1}; задача: {2},
Strings,Slitter.RowTemplate,Width {0} {2}; Qty {1},Largeur {0} {2}; Qté {1},Ширина {0} {2}; Кол-во {1},
